county,year,crmrte,prbarr,prbconv,prbpris,polpc,density,wtrd,wser,wmfg
89,86,0.0286617,0.229837,0.488532,0.394366,0.0012389,1.796791,208.4562,241.3029,409.99
89,87,0.0283836,0.296646,0.386926,0.415525,0.0012645,1.815508,214.217,258.3238,443.7
91,81,0.0327883,0.341398,0.456693,0.491379,0.0014543,0.6573034,159.076,182.5293,221.1
91,82,0.0339434,0.36457,0.366197,0.471154,0.0014815,0.6601124,153.6822,198.2119,237.27
91,83,0.028893,0.335821,0.368889,0.518072,0.0015525,0.6657304,152.7122,219.4016,252.89
91,84,0.0292986,0.345133,0.636752,0.348993,0.0013828,0.6685393,150.1155,218.3542,254.44
91,85,0.0265877,0.281201,0.55618,0.505051,0.0014281,0.6713483,173.5391,246.313,276.26
91,86,0.0315165,0.354111,0.404494,0.37963,0.001463,0.6769663,186.5744,251.8488,287.88
91,87,0.0384263,0.343074,0.589905,0.454545,0.0016219,0.6713483,198.0064,266.4674,316.19
93,81,0.0371141,0.332464,0.694118,0.367232,0.0013549,0.5370844,145.373,185.3568,215.19
93,82,0.031241,0.31853,0.572115,0.336134,0.0013396,0.5498721,150.9141,177.1255,221.8
93,83,0.0292154,0.327391,0.658416,0.421053,0.0013258,0.5575448,150.431,168.2692,236.13
93,84,0.0336595,0.316285,0.46383,0.40367,0.0013138,0.567775,161.57,1576.293,250.77
93,85,0.0313736,0.308782,0.513761,0.464286,0.0013776,0.5780051,157.1386,164.283,240.03
93,86,0.0384803,0.317552,0.447273,0.439024,0.0015108,0.5933504,156.4055,175.6657,273.8
93,87,0.0362222,0.338902,0.573944,0.484663,0.0014264,0.6112532,161.3771,182.0196,298.78
97,81,0.0417355,0.292683,0.428431,0.352403,0.0015449,1.458188,185.3309,182.0798,237.14
97,82,0.0427797,0.267091,0.498446,0.451143,0.0015511,1.472125,192.7346,204.5947,235.76
97,83,0.0363496,0.245003,0.552632,0.32381,0.001453,1.479094,197.0111,218.5189,272.99
97,84,0.0345321,0.335916,0.580742,0.369603,0.0015125,1.506969,206.8261,233.2407,285.77
97,85,0.035918,0.270653,0.679335,0.382867,0.0015471,1.522648,212.7055,240.7577,299.04
97,86,0.0408816,0.240819,0.633295,0.360294,0.0015243,1.54007,215.4836,254.0613,320.97
97,87,0.0334506,0.302231,0.595078,0.409774,0.0015267,1.566202,222.9622,282.9701,346.51
99,81,0.0186696,0.117886,0.655172,0.210526,0.001442,0.5356416,137.4919,186.9135,169.81
99,82,0.0198469,0.141777,1.02667,0.168831,0.0010505,0.5397149,140.0917,194.7717,166.38
99,83,0.0155948,0.0595238,1.88,0.148936,0.0014481,0.5437882,145.1379,216.4197,192.3
99,84,0.0150138,0.117647,0.8125,0.461538,0.0015087,0.5498981,149.0531,224.5509,213.98
99,85,0.0132968,0.115152,1.78947,0.323529,0.0015714,0.5498981,151.2232,223.8444,249.41
99,86,0.0185803,0.12035,0.781818,0.209302,0.0017482,0.5417515,162.3198,225.1407,237.13
99,87,0.0171865,0.153846,1.23438,0.556962,0.0018591,0.5478615,168.2692,247.6291,258.99
101,81,0.0306114,0.173853,0.906667,0.476471,0.0012205,0.9018868,163.7385,173.8672,235.84
101,82,0.0331686,0.183908,0.708333,0.437908,0.0012567,0.9119497,169.3997,187.1102,243.34
101,83,0.0284245,0.184366,0.813333,0.370492,0.0012437,0.9207547,177.4388,191.5415,258.51
101,84,0.0300807,0.182151,0.660804,0.43346,0.0012666,0.9433962,183.0125,192.7458,270.47
101,85,0.0315835,0.159032,0.682065,0.513944,0.0013649,0.9672956,197.0282,199.0399,286.11
101,86,0.0377065,0.41939,0.246575,0.423611,0.001381,0.9836478,202.9477,220.1653,306.67
101,87,0.0409403,0.149936,0.571429,0.473881,0.0014005,0.9962264,203.1547,232.1825,325.03
105,81,0.0626787,0.255328,0.437396,0.465649,0.0018435,1.436293,193.1624,207.4356,258.37
105,82,0.0579285,0.278614,0.523732,0.521875,0.0017698,1.459459,203.7084,226.6525,266.22
105,83,0.0482863,0.266919,0.476673,0.519149,0.0018039,1.482625,213.3713,216.0761,287.2
105,84,0.0354481,0.3,0.459854,0.486772,0.0018112,1.517375,220.4832,231.0493,299.2
105,85,0.0445928,0.268571,0.493617,0.49569,0.0018347,1.567568,218.4174,243.5438,327.46
105,86,0.0504341,0.294377,0.342193,0.495146,0.001751,1.598456,221.8935,254.6389,342.96
105,87,0.0514152,0.3814,0.384236,0.38141,0.0019561,1.598456,237.8523,274.8686,352.08
107,81,0.0434509,0.231735,0.328407,0.565,0.0015707,1.495025,166.0947,202.6203,284.28
107,82,0.0465892,0.225263,0.53271,0.274854,0.0015857,1.495025,172.1177,213.1263,291.68
107,83,0.0489079,0.246113,0.302419,0.475556,0.0016179,1.507463,177.3808,222.3918,315.33
107,84,0.0479757,0.233999,0.341534,0.45339,0.0016084,1.50995,185.0436,225.571,322.06
107,85,0.0451353,0.295413,0.275776,0.495495,0.0016232,1.504975,189.1611,230.0151,338.74
107,86,0.0450373,0.306499,0.26988,0.375,0.0016465,1.497512,193.6075,244.6905,341.91
107,87,0.0497552,0.212895,0.364353,0.450216,0.0016875,1.502488,202.9344,276.2629,350.63
109,81,0.0149547,0.307573,0.497487,0.414141,0.001017,1.439597,177.7162,190.5752,232.42
109,82,0.0174821,0.207843,0.471698,0.413333,0.0010741,1.45302,185.7355,194.6348,233.84
109,83,0.018975,0.234803,0.527919,0.375,0.0011082,1.463087,193.9237,213.4175,260.93
109,84,0.0193141,0.221963,0.473684,0.555556,0.0011958,1.493289,207.9002,223.0769,269.76
109,85,0.0199467,0.244344,0.518519,0.446429,0.0010831,1.533557,213.143,220.0021,283.77
109,86,0.0178687,0.34625,0.418773,0.482759,0.0011838,1.553691,218.6502,227.0792,307.22
109,87,0.0230995,0.162769,0.781609,0.411765,0.0010804,1.59396,226.4881,230.3086,320.2
111,81,0.0231378,0.321212,0.418868,0.414414,0.0008694,0.819222,159.9843,173.906,187.41
111,82,0.0207409,0.244652,0.459016,0.547619,0.0008041,0.8237987,167.041,186.1681,201.46
111,83,0.0130077,0.352321,0.532934,0.494382,0.0008233,0.8260869,172.0127,200.636,217.27
111,84,0.012742,0.382979,0.527778,0.515789,0.0008947,0.8306636,173.9816,210.2804,207.88
111,85,0.0144764,0.356725,0.568306,0.346154,0.0009594,0.8306636,176.0974,224.9428,224.77
111,86,0.0170996,0.24547,0.66443,0.363636,0.0009296,0.8283753,176.8052,239.6932,254.88
111,87,0.0183048,0.202112,0.522388,0.542857,0.0011872,0.8306636,179.5039,251.427,260.35
113,81,0.0121416,0.417671,0.201923,0.52381,0.0017067,0.410058,130.4413,223.3251,195.82
113,82,0.009353,0.546392,0.141509,0.266667,0.0014946,0.4216634,142.173,237.3672,202.66
113,83,0.0118809,0.425703,0.122642,0.307692,0.0017654,0.4313346,143.563,227.4178,217.1
113,84,0.0111992,0.532,0.225564,0.3,0.0015679,0.4410058,147.6648,227.8906,203.38
113,85,0.0115498,0.501901,0.19697,0.153846,0.001537,0.4468085,157.0513,247.881,246.44
113,86,0.0111381,0.233463,0.866667,0.346154,0.0015169,0.4468085,156.9231,259.1647,287.42
113,87,0.0142071,0.179878,0.220339,0.461538,0.001516,0.4487427,154.209,265.1301,291.1
115,81,0.0053566,0.3125,2.8,0.357143,0.0087044,0.3813747,161.8622,151.2532,331.64
115,82,0.0036596,1,1.625,0.461538,0.0128088,0.3769401,154.0301,157.4449,345.53
115,83,0.0018116,2.75,2.27273,0.24,0.0131341,0.3747228,164.8352,175.0996,403.8
115,84,0.0018815,1,3,0.583333,0.0150517,0.3813747,181.4412,169.4064,421.07
115,85,0.0047949,0.888889,1.625,0.461538,0.0165157,0.3813747,194.549,201.4652,437.69
115,86,0.0047518,1,2.55556,0.26087,0.0168955,0.3858093,211.1906,214.0009,461.34
115,87,0.0055332,1.09091,1.5,0.5,0.0090543,0.3858093,217.4908,245.2061,448.42
117,81,0.0127531,0.609091,0.651741,0.435115,0.0005024,0.5704989,160.1624,170.7996,235.78
117,82,0.0175385,0.272331,0.928,0.568966,0.0004585,0.5683297,164.8013,182.8567,250.95
117,83,0.0145596,0.319481,0.902439,0.594595,0.0006807,0.5704989,157.3213,189.6613,267.5
117,84,0.0188914,0.261477,1.08397,0.471831,0.0004902,0.5791757,167.8157,205.6767,280.25
117,85,0.0177404,0.307368,0.924658,0.42963,0.0005229,0.5791757,166.1645,204.7535,300.57
117,86,0.0228867,0.24918,0.769737,0.376068,0.0007879,0.5791757,105.1789,218.1004,313.37
117,87,0.0268723,0.370474,0.793233,0.236967,0.0011976,0.5813449,167.0511,229.0151,327.29
119,81,0.0816495,0.172961,0.218018,0.374204,0.0018753,7.814394,271.7476,260.9232,331.79
119,82,0.0890352,0.175904,0.223615,0.365398,0.0018468,7.952652,285.0981,274.1018,365.68
119,83,0.0854819,0.17228,0.271984,0.301683,0.0021472,8.045455,297.7676,282.7672,382.64
119,84,0.0868929,0.164384,0.288297,0.45268,0.0018195,8.210227,310.8814,304.6476,406.59
119,85,0.0874663,0.151541,0.320506,0.505138,0.0018105,8.395833,328.2206,314.8165,430.09
119,86,0.0913066,0.156771,0.351752,0.488779,0.0018644,8.579545,335.0452,327.4566,461.43
119,87,0.0989659,0.149094,0.3478,0.486183,0.0022313,8.827652,354.6761,354.3007,494.3
123,81,0.0374067,0.430933,0.276712,0.356436,0.0015457,0.4632653,158.8934,182.9648,204.43
123,82,0.0354991,0.467405,0.265789,0.376238,0.0014846,0.4653061,165.1009,183.7086,209.76
123,83,0.0333204,0.400778,0.355987,0.436364,0.0016855,0.4755102,178.6344,247.9105,238.02
123,84,0.0302041,0.455192,0.259375,0.445783,0.0015897,0.4836735,187.6665,215.5172,245.14
123,85,0.0321128,0.431193,0.24924,0.426829,0.0017677,0.4857143,187.3375,232.0955,258.3
123,86,0.0338801,0.390212,0.498305,0.278912,0.0018374,0.4857143,191.022,243.8685,262.75
123,87,0.0300184,0.48743,0.226361,0.443038,0.0017609,0.4938776,193.0723,242.4605,277.34
125,81,0.0330362,0.311899,0.649326,0.350148,0.0017074,0.7303852,157.9434,195.3464,215.11
125,82,0.0295613,0.290837,0.518265,0.330396,0.001747,0.7389444,158.8285,224.8849,222.18
125,83,0.0264993,0.329912,0.522222,0.391489,0.0018068,0.7546362,167.4695,236.713,245.7
125,84,0.0240551,0.298289,0.521858,0.460733,0.0019409,0.7717546,169.1162,254.6597,251.42
125,85,0.0230652,0.350532,0.448598,0.421875,0.001889,0.7831669,172.8721,286.1283,269.41
125,86,0.0237337,0.288854,0.747283,0.352727,0.0019188,0.8002853,188.5179,301.2409,280.2
125,87,0.0266287,0.269043,0.438961,0.39645,0.0020097,0.8202568,199.5847,320.1325,277.68
127,81,0.0495042,0.582504,0.125842,0.522634,0.0007317,1.257407,193.1002,212.9582,219.9
127,82,0.050565,0.454035,0.173828,0.569288,0.0007473,1.268519,200.2992,235.006,243.61
127,83,0.0439535,0.437832,0.189066,0.554217,0.0007306,1.283333,215.311,237.4531,263.15
127,84,0.0448501,0.384416,0.222876,0.569811,0.0007105,1.298148,245.9039,248.0547,275.09
127,85,0.0258142,0.15545,1.68902,0.418773,0.0012234,1.312963,252.2031,258.6901,298.96
127,86,0.0259867,0.205056,1.29224,0.388693,0.0013139,1.318519,254.8185,271.824,312.23
127,87,0.0291496,0.179616,1.35814,0.335616,0.0015829,1.338889,257.6008,305.7612,329.87
129,81,0.0839218,0.216807,0.386555,0.423913,0.0020641,5.702703,177.72,206.7997,322.79
129,82,0.0777385,0.236874,0.435095,0.403302,0.0020313,5.816216,182.0284,224.5295,348.79
129,83,0.0634987,0.250626,0.412456,0.522792,0.0021786,5.881081,190.9223,231.2345,377.81
129,84,0.0661003,0.223792,0.336634,0.411765,0.0023617,5.967567,198.6906,245.1966,378.76
129,85,0.070914,0.224474,0.395055,0.452693,0.0024624,6.07027,209.2001,255.3557,397.71
129,86,0.0763696,0.233699,0.387992,0.435631,0.0026114,6.194594,218.6258,252.7572,456.88
129,87,0.0834982,0.236601,0.393413,0.415158,0.0025585,6.286487,220.453,292.7027,464.49
131,81,0.0218448,0.542373,0.347656,0.449438,0.0012496,0.4126394,162.3558,150.7114,196.41
131,82,0.0202951,0.498824,0.54717,0.362069,0.0008596,0.4126394,170.6693,147.4752,209.47
131,83,0.0155024,0.503049,0.49697,0.585366,0.0008507,0.4126394,173.8375,160.6621,231.07
131,84,0.0137993,0.587629,0.619883,0.311321,0.0008062,0.4144982,185.109,166.0839,218.68
131,85,0.0144598,0.777778,0.423645,0.476744,0.0009972,0.4163569,193.7757,174.4647,233.67
131,86,0.0155081,0.641844,0.530387,0.427083,0.0007699,0.4182156,199.144,172.3874,255.15
131,87,0.0189848,0.689024,0.495575,0.401786,0.0012155,0.4126394,220.9747,172.6281,278.7
133,81,0.041821,0.229851,0.350638,0.319481,0.0012256,1.491481,159.6113,174.007,206.19
133,82,0.0405609,0.234742,0.294545,0.407407,0.0011945,1.503277,159.7858,182.7358,207.24
133,83,0.0393081,0.213348,0.370256,0.376731,0.0012042,1.55308,204.7034,196.3065,234.02
133,84,0.0381837,0.224901,0.340156,0.366762,0.0012304,1.57405,182.3835,191.1993,229.11
133,85,0.0517775,0.239668,0.241749,0.334471,0.001546,1.608126,181.2296,197.7114,241.89
133,86,0.0535404,0.244457,0.253049,0.370482,0.0015263,1.63827,182.7094,211.2744,250.74
133,87,0.0551287,0.26696,0.271947,0.334951,0.0015446,1.650066,183.2609,230.6581,258.25
135,81,0.0570824,0.134516,0.409015,0.383673,0.002192,1.9375,138.5328,211.8692,283.74
135,82,0.0540804,0.137099,0.420513,0.361789,0.0017997,1.955,146.3518,226.9759,315.44
135,83,0.0516532,0.128946,0.39548,0.347619,0.0022578,1.985,153.0453,245.3266,334.58
135,84,0.0524006,0.109684,0.336226,0.56129,0.0023563,2.015,154.5407,259.2306,357.21
135,85,0.0517818,0.106241,0.441704,0.385787,0.0023066,2.065,162.2506,272.4596,372.98
135,86,0.0554268,0.0906305,0.495169,0.360976,0.0023539,2.1175,209.4523,284.7898,392.78
135,87,0.0628972,0.09277,0.477733,0.385593,0.0023387,2.1575,179.1289,292.2253,388.75
137,81,0.0127292,0.253731,0.735294,0.48,0.00057,0.3049853,120.9745,186.7065,127.08
137,82,0.0204753,0.233945,0.490196,0.28,0.0006575,0.3108504,124.0695,200.3205,127.1
137,83,0.017568,0.111732,2.05,0.390244,0.0005889,0.3108504,132.626,223.6136,125.39
137,84,0.0106549,0.201835,1.13636,0.44,0.0005865,0.3167155,145.1379,213.6752,134.89
137,85,0.0108666,0.271186,0.59375,0.421053,0.0005525,0.3225806,150.8925,265.9575,145.9
137,86,0.0124818,0.277372,1.21053,0.304348,0.0006378,0.3196481,153.4703,263.1579,154.95
137,87,0.0126662,0.207143,1.06897,0.322581,0.0008143,0.3167155,170.8711,250.8361,192.96
139,81,0.0278244,0.628767,0.318083,0.40411,0.001639,1.25,164.6542,184.4903,197.79
139,82,0.027246,0.526971,0.354331,0.488889,0.0015828,1.25,170.6912,201.7094,201.38
139,83,0.0270391,0.524138,0.3,0.394737,0.0016037,1.254386,176.6807,214.7766,219.82
139,84,0.0295938,0.529885,0.277657,0.367188,0.0014287,1.276316,190.5644,216.0419,221.01
139,85,0.0362156,0.408571,0.354312,0.493421,0.0013107,1.289474,192.8651,227.3517,236.4
139,86,0.029023,0.420188,0.365922,0.458015,0.0011582,1.311404,198.5616,229.8605,243.6
139,87,0.024347,0.522696,0.289474,0.345455,0.0016745,1.333333,201.3569,260.5459,264.25
141,81,0.0287834,0.233025,0.251656,0.421053,0.0010216,0.2582857,173.8842,145.496,170.23
141,82,0.0267457,0.223317,0.617647,0.333333,0.0009662,0.2628571,180.5571,155.4002,178.69
141,83,0.0907109,0.298077,1.09677,0.470588,0.0109028,0.2662857,185.4744,144.6975,192.62
141,84,0.0847914,0.380952,2.20833,0.509434,0.0309556,0.272,188.799,182.31,104.56
141,85,0.0609911,0.208333,12.2,0.270492,0.0355781,0.2788571,185.8188,196.0161,212.23
141,86,0.163835,0.118519,3.375,0.37037,0.0291262,0.288,182.646,194.2023,242.25
141,87,0.031461,0.238636,0.412698,0.487179,0.0012711,0.3005714,179.705,196.1453,255.56
143,81,0.0240664,0.581897,0.192593,0.423077,0.0009336,0.3902439,166.7408,104.8951,159.88
143,82,0.0165128,0.490683,0.481013,0.605263,0.0007179,0.3902439,162.6772,101.2146,161.92
143,83,0.0220282,0.474654,0.15534,0.3125,0.0009136,0.394309,164.4737,104.8951,174.71
143,84,0.0230636,0.429204,0.216495,0.619048,0.0009185,0.402439,169.4915,104.8951,170.88
143,85,0.0174132,0.468208,0.37037,0.4,0.0009059,0.4186992,174.216,123.5004,172.75
143,86,0.0211692,0.247706,0.518519,0.678571,0.000874,0.4268293,178.2985,120.1923,146.53
143,87,0.0265806,0.317857,0.314607,0.25,0.0008544,0.4349594,178.3723,133.0431,157.41
145,81,0.028504,0.210651,0.578652,0.349515,0.0012481,0.7361809,152.5387,166.9899,242.69
145,82,0.0373545,0.333929,0.395722,0.506757,0.0013007,0.7462311,162.436,188.0695,265.55
145,83,0.0275623,0.389222,0.510769,0.319277,0.0013203,0.7487437,171.0046,185.3568,277.57
145,84,0.0232703,0.411017,0.350515,0.519608,0.0013147,0.7562814,183.843,195.9467,283.68
145,85,0.0271005,0.381885,0.423077,0.484848,0.00136,0.7613065,186.144,201.2839,303.67
145,86,0.0257495,0.370988,0.301038,0.563218,0.0013552,0.7688442,199.1064,210.2149,310.34
145,87,0.0299856,0.354733,0.340491,0.594595,0.0013704,0.7788945,200.7432,219.6343,334.65
147,81,0.0515935,0.186197,0.397229,0.453488,0.0016307,1.39726,163.7208,234.4143,260.03
147,82,0.0585298,0.212658,0.406554,0.379085,0.0017198,1.415525,173.8375,234.171,271.38
147,83,0.05091,0.206387,0.48702,0.415778,0.0019203,1.432268,179.5487,241.1069,301.64
147,84,0.0508713,0.200426,0.474522,0.469799,0.0020781,1.444444,185.481,248.7798,322.27
147,85,0.0525701,0.191107,0.423693,0.508816,0.0021873,1.459665,199.1874,255.2561,345.29
147,86,0.0490622,0.228821,0.448372,0.539419,0.0022453,1.482496,201.3627,245.7497,366.82
147,87,0.0551686,0.221542,0.426778,0.443137,0.0021887,1.515982,205.4827,274.6765,390.01
149,81,0.0209532,0.0588235,14.3333,0.534884,0.0073952,0.5714286,137.0364,145.9186,202.9
149,82,0.0185088,0.178862,0.681818,0.6,0.0016553,0.592437,145.6877,157.981,211.75
149,83,0.0160101,0.32093,0.826087,0.245614,0.0016382,0.592437,145.7589,165.4873,236.72
149,84,0.0137135,0.184211,1.14286,0.5,0.0011548,0.605042,175.6657,177.2776,240.5
149,85,0.0136124,0.248555,0.651163,0.392857,0.0015737,0.605042,171.455,186.9123,261.07
149,86,0.0117459,0.242604,1.65854,0.176471,0.0013205,0.6092437,182.5437,204.2694,261.97
149,87,0.0164987,0.271967,1.01538,0.227273,0.0015187,0.6092437,188.7683,210.4415,289.43
151,81,0.0241835,0.260579,0.495726,0.403448,0.000991,1.173638,169.7852,208.1289,228.12
151,82,0.0248051,0.261915,0.35082,0.331776,0.0008414,1.186312,178.6001,222.1262,226.81
151,83,0.0208599,0.250632,0.491935,0.479508,0.0010962,1.200253,179.927,234.084,246.62
151,84,0.0215881,0.237518,0.387755,0.421053,0.001172,1.219265,194.1227,244.3253,256.7
151,85,0.0255308,0.250408,0.491028,0.481728,0.0012724,1.234474,200.0629,251.727,271.33
151,86,0.0279068,0.224068,0.406919,0.396761,0.0012671,1.254753,211.8005,265.0635,284.59
151,87,0.0264557,0.299198,0.360153,0.340426,0.0013243,1.273764,218.7198,278.1124,294.37
153,81,0.0372807,0.276843,0.561845,0.436567,0.0012766,0.9538784,155.9667,175.4844,245.89
153,82,0.031383,0.410361,0.498339,0.443333,0.0012622,0.9433962,160.0659,22.64108,236.65
153,83,0.0315881,0.350536,0.437859,0.471616,0.0012703,0.9475891,166.623,203.1717,289.38
153,84,0.0301159,0.336462,0.656652,0.496732,0.0014134,0.9538784,174.2252,207.9752,291.32
153,85,0.0282947,0.319907,0.670702,0.436823,0.0013588,0.9685535,179.3445,224.6247,303.36
153,86,0.0266522,0.329268,0.730864,0.435811,0.0014084,0.9685535,188.5848,232.2105,308.54
153,87,0.0317563,0.345368,0.52071,0.458333,0.0013845,0.9622641,192.8994,237.159,301.29
155,81,0.0441616,0.275405,0.55102,0.414815,0.0012708,1.083246,173.0732,192.1808,196.58
155,82,0.0358587,0.304955,0.645422,0.458971,0.0013154,1.092729,181.8089,213.8166,209.28
155,83,0.0283191,0.349571,0.696762,0.426761,0.0013892,1.102213,178.2627,219.7448,233.38
155,84,0.0284567,0.390252,0.562445,0.430124,0.0014839,1.111696,180.2568,233.4158,239.86
155,85,0.0311808,0.413175,0.548126,0.403485,0.0014767,1.118019,186.3991,243.4125,246.62
155,86,0.0316701,0.444378,0.528112,0.352345,0.0014507,1.118019,193.3031,250.2558,262.6
155,87,0.0312279,0.4082,0.559823,0.386544,0.0014592,1.12961,200.2213,262.9849,278.82
157,81,0.0360251,0.26057,0.389937,0.506452,0.0018656,1.481547,157.9952,181.9221,286.35
157,82,0.031602,0.352789,0.420942,0.527363,0.0018212,1.485062,172.0153,192.5265,302.53
157,83,0.0314258,0.282721,0.544863,0.513126,0.0018139,1.492091,175.1782,200.246,333.24
157,84,0.0266499,0.315401,0.537827,0.478261,0.0018961,1.497364,177.729,213.3673,340.29
157,85,0.0274601,0.307824,0.670833,0.501035,0.0019489,1.502636,185.7407,216.4917,348.45
157,86,0.0256915,0.296077,0.613251,0.459799,0.0019573,1.502636,188.9535,232.2557,377.89
157,87,0.0305908,0.278287,0.443681,0.377709,0.0019178,1.509666,192.4181,245.7938,418.48
159,81,0.035173,0.280326,0.359526,0.547904,0.0016769,1.932563,188.6161,209.5462,265.52
159,82,0.0292244,0.34219,0.374607,0.537815,0.0016685,1.94605,217.3103,125.8476,282.45
159,83,0.0287771,0.263082,0.429355,0.527157,0.001672,1.953757,214.4736,229.2112,309.09
159,84,0.0287943,0.251169,0.362464,0.561265,0.0015128,1.957611,229.1669,237.1048,325.67
159,85,0.031777,0.230261,0.548644,0.465116,0.0018555,1.996146,237.919,237.5672,329.28
159,86,0.0308711,0.233853,0.560317,0.498584,0.0017418,2.013488,242.696,247.7154,355.22
159,87,0.036233,0.24359,0.49294,0.476563,0.0015862,2.019268,260.271,265.4315,374.41
161,81,0.0222742,0.350703,0.400943,0.482353,0.0013818,0.9630282,163.0195,191.7503,237.73
161,82,0.0207294,0.301406,0.419825,0.631944,0.0013479,0.9806338,168.7281,204.4431,242.4
161,83,0.0196418,0.298039,0.536184,0.607362,0.001348,0.9788733,177.8762,216.0883,269.98
161,84,0.0171226,0.391257,0.592179,0.433962,0.0013661,0.9947183,187.6954,216.839,283.45
161,85,0.0198354,0.331541,0.57027,0.454976,0.0012619,1.003521,191.6003,218.5552,290.25
161,86,0.0218999,0.287089,0.530726,0.421053,0.0011767,1.001761,199.6512,223.3877,307.9
161,87,0.020007,0.482425,0.508197,0.451613,0.0012482,1.005282,201.5675,251.4202,334.92
163,81,0.0248116,0.23431,0.767857,0.44186,0.0013496,0.5269271,170.2091,205.6533,218.18
163,82,0.0224186,0.244691,0.769811,0.441176,0.0012834,0.5279831,174.0937,209.2876,235.7
163,83,0.0215107,0.322857,1.13569,0.218182,0.0013111,0.5279831,179.3618,210.1622,243.37
163,84,0.0191925,0.327568,0.435644,0.462121,0.0013487,0.532207,186.0599,220.5882,246.81
163,85,0.0203012,0.311828,0.53605,0.391813,0.0012899,0.532207,186.5941,229.8568,257.05
163,86,0.0172874,0.326365,0.501779,0.397163,0.0013051,0.531151,188.6067,242.6389,373.56
163,87,0.0215728,0.310987,0.401198,0.455224,0.0013659,0.5353749,196.5514,238.63,295.07
165,81,0.0477432,0.359558,0.410488,0.365639,0.0017694,1.025078,172.4472,201.4652,262.93
165,82,0.0425763,0.394625,0.47491,0.464151,0.0017163,1.037618,176.8006,210.6039,280.06
165,83,0.0421413,0.403307,0.54902,0.415584,0.0016057,1.043887,183.34,223.5288,312.58
165,84,0.0408157,0.303611,0.57767,0.52521,0.0017144,1.056426,189.8125,239.937,322.29
165,85,0.0440056,0.338144,0.428862,0.440758,0.0016937,1.053292,187.1451,251.5067,340.18
165,86,0.0391644,0.406056,0.466539,0.504098,0.0015508,1.056426,205.0861,257.0631,357.37
165,87,0.0508341,0.340679,0.468531,0.432836,0.0015138,1.07837,203.0162,267.6852,374.25
167,81,0.0294232,0.403047,0.293814,0.438596,0.0015282,1.227273,171.2007,205.1628,230.29
167,82,0.0260284,0.395511,0.358121,0.377049,0.0014505,1.229798,175.0327,215.9605,245.74
167,83,0.0183428,0.38913,0.421788,0.377483,0.0014953,1.237374,195.4652,221.5062,267.67
167,84,0.0181909,0.46086,0.334928,0.378571,0.0015243,1.260101,209.706,230.3305,280.72
167,85,0.021896,0.420569,0.347162,0.427673,0.0015482,1.267677,215.9003,235.0176,304.5
167,86,0.0213432,0.413632,0.340858,0.417219,0.001654,1.270202,220.6414,241.8496,323.84
167,87,0.0238285,0.36227,0.322581,0.371429,0.0015514,1.275253,221.0995,253.0096,351.09
169,81,0.0145053,0.295688,1.29167,0.241935,0.0008042,0.7455752,153.7301,170.068,221.73
169,82,0.0165503,0.224199,0.666667,0.5,0.0007657,0.7588496,163.9833,1.843794,232.45
169,83,0.0125903,0.238426,1,0.514563,0.0009035,0.761062,169.7693,176.4849,228.4
169,84,0.010994,0.361039,0.546763,0.421053,0.000771,0.7721239,177.5611,187.756,252.31
169,85,0.0092151,0.377709,0.819672,0.42,0.0007703,0.7831858,184.4418,193.9703,280.56
169,86,0.0118263,0.215311,1.04444,0.478723,0.0010185,0.7876106,188.0103,212.5233,308.69
169,87,0.0121033,0.343387,0.722973,0.448598,0.0010952,0.800885,190.5555,206.6858,306.42
171,81,0.0189838,0.153444,1.10795,0.517949,0.0013737,1.109462,171.0741,195.906,215.62
171,82,0.0209131,0.151017,1.04145,0.452736,0.0013909,1.109462,182.9039,212.348,215.48
171,83,0.023208,0.143754,1.28641,0.513208,0.0013766,1.111317,188.1572,217.5264,239.64
171,84,0.0213532,0.128736,1.22619,0.533981,0.0014235,1.124304,200.2572,222.7678,254.39
171,85,0.0235205,0.109944,1.47134,0.536797,0.0014,1.12987,210.1768,232.7767,257.61
171,86,0.0209747,0.166014,1.07075,0.563877,0.0013797,1.141002,216.7776,244.8454,278.19
171,87,0.0243954,0.175649,0.909091,0.458333,0.0015744,1.152134,224.7224,253.6207,288.32
173,81,0.0134337,0.151515,2,0.35,0.0054956,0.1977186,151.8219,162.3758,172.68
173,82,0.0122786,0.163934,2.3,0.478261,0.0056361,0.1996198,151.6405,170.2335,167.02
173,83,0.0163379,0.54878,0.222222,0.2,0.0055788,0.2015209,145.5957,176.5325,178.29
173,84,0.010373,0.403846,0.571429,0.25,0.0051865,0.2034221,162.4346,185.9278,176.75
173,85,0.0047703,0.289474,0.636364,0.571429,0.0035149,0.2034221,161.9242,186.2078,193.28
173,86,0.0090203,0.25,1.27778,0.26087,0.0027562,0.2034221,171.4508,204.4412,192.71
173,87,0.0139937,0.530435,0.327869,0.15,0.0031638,0.2034221,175.1604,204.3792,193.01
175,81,0.0175623,0.306954,0.390625,0.44,0.0015162,0.6322751,139.646,181.1893,437.03
175,82,0.0164474,0.372152,0.44898,0.424242,0.0015406,0.6402116,149.7831,188.9954,468.59
175,83,0.0170197,0.326877,0.377778,0.431373,0.001566,0.6481482,152.4487,196.0059,519.36
175,84,0.0242597,0.161765,1.13636,0.52,0.0066001,0.6587301,147.2561,201.4324,543.57
